# Spalte1: Wellenlänge [nm]
# Spalte2: Intensität
417	0.107965
418	0.094416
419	0.084825
420	0.073616
421	0.064651
422	0.056688
423	0.049985
424	0.044738
425	0.040073
426	0.036379
427	0.033535
428	0.031166
429	0.029218
430	0.027577
431	0.025927
432	0.024376
433	0.022891
434	0.021337
435	0.019749
436	0.018224
437	0.016782
438	0.015401
439	0.014071
440	0.012828
441	0.011709
442	0.010680
443	0.009766
444	0.008992
445	0.008325
446	0.007762
447	0.007312
448	0.006962
449	0.006702
450	0.006531
451	0.006445
452	0.006425
453	0.006479
454	0.006590
455	0.006768
456	0.006990
457	0.007231
458	0.007492
459	0.007754
460	0.008006
461	0.008268
462	0.008520
463	0.008785
464	0.009061
465	0.009362
466	0.009686
467	0.010048
468	0.010432
469	0.010817
470	0.011210
471	0.011580
472	0.011945
473	0.012319
474	0.012725
475	0.013154
476	0.013676
477	0.014298
478	0.015009
479	0.015766
480	0.016577
481	0.017417
482	0.018260
483	0.019073
484	0.019863
485	0.020607
486	0.021368
487	0.022140
488	0.022903
489	0.023628
490	0.024353
491	0.025025
492	0.025707
493	0.026359
494	0.027018
495	0.027663
496	0.028334
497	0.028940
498	0.029469
499	0.029924
500	0.030361
501	0.030758
502	0.031139
503	0.031570
504	0.032101
505	0.032622
506	0.033493
507	0.034589
508	0.035925
509	0.037339
510	0.039071
511	0.040877
512	0.042638
513	0.044376
514	0.046035
515	0.047664
516	0.049195
517	0.050795
518	0.052619
519	0.054549
520	0.057034
521	0.060079
522	0.063785
523	0.068111
524	0.073166
525	0.078946
526	0.085359
527	0.092191
528	0.099510
529	0.107099
530	0.114866
531	0.122971
532	0.131147
533	0.139231
534	0.147975
535	0.156883
536	0.166652
537	0.177291
538	0.188366
539	0.199755
540	0.211067
541	0.222236
542	0.233494
543	0.244382
544	0.255450
545	0.267010
546	0.280552
547	0.295938
548	0.314398
549	0.336066
550	0.360218
551	0.386368
552	0.412161
553	0.438508
554	0.462650
555	0.484450
556	0.503453
557	0.521584
558	0.540940
559	0.560394
560	0.583110
561	0.612549
562	0.649940
563	0.690855
564	0.727286
565	0.753591
566	0.769875
567	0.782150
568	0.789294
569	0.797437
570	0.813012
571	0.843052
572	0.878361
573	0.914641
574	0.952105
575	0.992188
576	1.032598
577	1.074693
578	1.117815
579	1.162101
580	1.207923
581	1.256139
582	1.307989
583	1.363150
584	1.420291
585	1.477603
586	1.536769
587	1.595773
588	1.650586
589	1.707974
590	1.761143
591	1.814214
592	1.862499
593	1.910828
594	1.958137
595	2.001120
596	2.041376
597	2.074676
598	2.109158
599	2.133651
600	2.155047
601	2.178136
602	2.203157
603	2.225563
604	2.253037
605	2.276392
606	2.297199
607	2.310452
608	2.329600
609	2.340436
610	2.353487
611	2.367840
612	2.383747
613	2.409605
614	2.433946
615	2.461603
616	2.488294
617	2.506948
618	2.510554
619	2.507773
620	2.490652
621	2.465717
622	2.438488
623	2.415943
624	2.396617
625	2.388903
626	2.396584
627	2.418025
628	2.454140
629	2.479200
630	2.494032
631	2.509015
632	2.508952
633	2.501829
634	2.492522
635	2.487255
636	2.485035
637	2.487809
638	2.510287
639	2.540879
640	2.564672
641	2.580614
642	2.585919
643	2.580354
644	2.546942
645	2.492532
646	2.433015
647	2.347516
648	2.256272
649	2.142554
650	2.029851
651	1.896149
652	1.755076
653	1.614438
654	1.482222
655	1.352393
656	1.240595
657	1.143935
658	1.045736
659	0.954111
660	0.855956
661	0.748738
662	0.643986
663	0.534376
664	0.433626
665	0.341034
666	0.267417
667	0.214249
668	0.174647
669	0.151489
670	0.138941
