MIN=0	-300	-10	0	
MAX=8	300	10	500	
SCALE=1	100	5	100	
DEC=3	1	2	2	
DEF="Zeit" t / s	"Spannung" U_A1 / mV	"Spannung" U_B1 / V	"Frequenz" f / Hz	
0	-82,05	-0,125	NAN	
0,001	-82,05	-0,125	NAN	
0,002	-82,05	-0,125	NAN	
0,003	-81,9	-0,125	NAN	
0,004	-82,05	-0,125	NAN	
0,005	-82,05	-0,125	NAN	
0,006	-82,05	-0,125	NAN	
0,007	-82,05	-0,13	NAN	
0,008	-82,05	-0,12	NAN	
0,009	-82,05	-0,125	NAN	
0,01	-82,05	-0,125	NAN	
0,011	-82,05	-0,125	NAN	
0,012	-82,2	-0,125	NAN	
0,013	-82,05	-0,12	NAN	
0,014	-82,05	-0,125	NAN	
0,015	-82,05	-0,125	NAN	
0,016	-82,05	-0,125	NAN	
0,017	-82,2	-0,125	NAN	
0,018	-82,05	-0,125	NAN	
0,019	-82,05	-0,13	NAN	
0,02	-82,05	-0,125	NAN	
0,021	-82,05	-0,125	NAN	
0,022	-82,05	-0,13	NAN	
0,023	-81,9	-0,12	NAN	
0,024	-82,05	-0,125	NAN	
0,025	-82,05	-0,125	NAN	
0,026	-82,05	-0,125	NAN	
0,027	-82,05	-0,125	NAN	
0,028	-82,05	-0,125	NAN	
0,029	-82,05	-0,125	NAN	
0,03	-82,05	-0,13	NAN	
0,031	-81,9	-0,125	NAN	
0,032	-82,05	-0,13	NAN	
0,033	-82,05	-0,125	NAN	
0,034	-82,2	-0,125	NAN	
0,035	-82,05	-0,12	NAN	
0,036	-82,05	-0,125	NAN	
0,037	-82,05	-0,125	NAN	
0,038	-82,05	-0,125	NAN	
0,039	-82,05	-0,13	NAN	
0,04	-82,05	-0,13	NAN	
0,041	-82,05	-0,125	NAN	
0,042	-82,2	-0,125	NAN	
0,043	-82,05	-0,12	NAN	
0,044	-82,05	-0,125	NAN	
0,045	-82,2	-0,125	NAN	
0,046	-82,05	-0,125	NAN	
0,047	-82,05	-0,125	NAN	
0,048	-82,05	-0,125	NAN	
0,049	-82,2	-0,13	NAN	
0,05	-82,05	-0,13	NAN	
0,051	-81,9	-0,125	NAN	
0,052	-82,05	-0,125	NAN	
0,053	-82,05	-0,125	NAN	
0,054	-82,05	-0,13	NAN	
0,055	-82,05	-0,125	NAN	
0,056	-82,05	-0,125	NAN	
0,057	-82,05	-0,125	NAN	
0,058	-82,05	-0,125	NAN	
0,059	-82,05	-0,125	NAN	
0,06	-82,05	-0,13	NAN	
0,061	-82,05	-0,125	NAN	
0,062	-82,2	-0,13	NAN	
0,063	-82,05	-0,125	NAN	
0,064	-82,05	-0,125	NAN	
0,065	-82,05	-0,13	NAN	
0,066	-82,05	-0,12	NAN	
0,067	-82,05	-0,125	NAN	
0,068	-82,2	-0,125	NAN	
0,069	-82,05	-0,125	NAN	
0,07	-82,05	-0,125	NAN	
0,071	-82,05	-0,125	NAN	
0,072	-81,9	-0,13	NAN	
0,073	-82,05	-0,13	NAN	
0,074	-81,9	-0,125	NAN	
0,075	-82,05	-0,125	NAN	
0,076	-81,9	-0,12	NAN	
0,077	-82,05	-0,125	NAN	
0,078	-82,05	-0,125	NAN	
0,079	-82,05	-0,125	NAN	
0,08	-82,05	-0,13	NAN	
0,081	-82,05	-0,12	NAN	
0,082	-82,05	-0,125	NAN	
0,083	-82,05	-0,125	NAN	
0,084	-82,05	-0,125	NAN	
0,085	-82,05	-0,125	NAN	
0,086	-81,9	-0,12	NAN	
0,087	-82,05	-0,125	NAN	
0,088	-82,05	-0,125	NAN	
0,089	-82,05	-0,125	NAN	
0,09	-82,05	-0,125	NAN	
0,091	-82,05	-0,125	NAN	
0,092	-82,2	-0,125	NAN	
0,093	-82,05	-0,12	NAN	
0,094	-82,05	-0,125	NAN	
0,095	-82,05	-0,125	NAN	
0,096	-82,05	-0,125	NAN	
0,097	-82,05	-0,125	NAN	
0,098	-82,05	-0,13	NAN	
0,099	-82,05	-0,125	NAN	
0,1	-82,05	-0,13	NAN	
0,101	-82,05	-0,12	NAN	
0,102	-82,2	-0,125	NAN	
0,103	-82,05	-0,13	NAN	
0,104	-82,05	-0,125	NAN	
0,105	-82,05	-0,13	NAN	
0,106	-82,05	-0,125	NAN	
0,107	-82,05	-0,13	NAN	
0,108	-82,2	-0,125	NAN	
0,109	-82,05	-0,125	NAN	
0,11	-82,05	-0,125	NAN	
0,111	-82,05	-0,125	NAN	
0,112	-82,2	-0,13	NAN	
0,113	-82,05	-0,125	NAN	
0,114	-82,05	-0,12	NAN	
0,115	-82,05	-0,13	NAN	
0,116	-82,05	-0,125	NAN	
0,117	-82,05	-0,125	NAN	
0,118	-82,05	-0,125	NAN	
0,119	-82,05	-0,125	NAN	
0,12	-82,05	-0,125	NAN	
0,121	-82,05	-0,125	NAN	
0,122	-82,05	-0,125	NAN	
0,123	-82,05	-0,115	NAN	
0,124	-81,9	-0,125	NAN	
0,125	-82,05	-0,125	NAN	
0,126	-82,05	-0,125	NAN	
0,127	-82,05	-0,125	NAN	
0,128	-82,05	-0,13	NAN	
0,129	-82,05	-0,12	NAN	
0,13	-82,05	-0,13	NAN	
0,131	-82,05	-0,13	NAN	
0,132	-82,05	-0,125	NAN	
0,133	-82,05	-0,125	NAN	
0,134	-82,05	-0,125	NAN	
0,135	-82,05	-0,13	NAN	
0,136	-82,05	-0,13	NAN	
0,137	-81,9	-0,125	NAN	
0,138	-82,05	-0,125	NAN	
0,139	-81,9	-0,12	NAN	
0,14	-82,05	-0,13	NAN	
