MIN=0	-100	-10	0	
MAX=226,27417	100	10	5	
SCALE=100	50	5	1	
DEC=1	1	2	3	
DEF="Zeit" t / s	"Spannung" U_A1 / mV	"Spannung" U_B1 / V	"Frequenz" f / Hz	
0	-84,8	-0,125	NAN	
0,1	-84,8	-0,13	NAN	
0,2	-84,85	-0,13	NAN	
0,3	-84,8	-0,13	NAN	
0,4	-84,85	-0,125	NAN	
0,5	-84,75	-0,13	NAN	
0,6	-84,75	-0,125	NAN	
0,7	-84,8	-0,13	NAN	
0,8	-84,8	-0,125	NAN	
0,9	-84,75	-0,125	NAN	
1	-84,8	-0,125	NAN	
1,1	-84,8	-0,125	NAN	
1,2	-84,75	-0,125	NAN	
1,3	-84,8	-0,13	NAN	
1,4	-84,8	-0,125	NAN	
1,5	-84,75	-0,125	NAN	
1,6	-84,75	-0,13	NAN	
1,7	-84,8	-0,125	NAN	
1,8	-84,7	-0,125	NAN	
1,9	-84,75	-0,125	NAN	
2	-84,75	-0,125	NAN	
2,1	-84,7	-0,125	NAN	
2,2	-84,75	-0,13	NAN	
2,3	-84,7	-0,125	NAN	
2,4	-84,75	-0,13	NAN	
2,5	-84,7	-0,13	NAN	
2,6	-84,7	-0,125	NAN	
2,7	-84,75	-0,125	NAN	
2,8	-84,75	-0,125	NAN	
2,9	-84,75	-0,125	NAN	
3	-84,65	-0,12	NAN	
3,1	-84,7	-0,125	NAN	
3,2	-84,7	-0,125	NAN	
3,3	-84,7	-0,125	NAN	
3,4	-84,7	-0,125	NAN	
3,5	-84,7	-0,13	NAN	
3,6	-84,65	-0,13	NAN	
3,7	-84,65	-0,13	NAN	
3,8	-84,7	-0,13	NAN	
3,9	-84,7	-0,13	NAN	
4	-84,65	-0,13	NAN	
4,1	-84,7	-0,125	NAN	
4,2	-84,65	-0,125	NAN	
4,3	-84,65	-0,125	NAN	
4,4	-84,7	-0,125	NAN	
4,5	-84,65	-0,12	NAN	
4,6	-84,65	-0,13	NAN	
4,7	-84,65	-0,13	NAN	
4,8	-84,6	-0,13	NAN	
4,9	-84,65	-0,13	NAN	
5	-84,65	-0,13	NAN	
5,1	-84,65	-0,135	NAN	
5,2	-84,7	-0,125	NAN	
5,3	-84,65	-0,13	NAN	
5,4	-84,65	-0,135	NAN	
5,5	-84,65	-0,135	NAN	
5,6	-84,6	-0,135	NAN	
5,7	-84,65	-0,135	NAN	
5,8	-84,6	-0,13	NAN	
5,9	-84,65	-0,11	NAN	
6	-84,65	-0,095	NAN	
6,1	-84,65	-0,08	NAN	
6,2	-84,6	-0,065	NAN	
6,3	-84,6	-0,05	NAN	
6,4	-84,65	-0,035	NAN	
6,5	-84,65	-0,025	NAN	
6,6	-84,65	0	NAN	
6,7	-84,65	0,01	NAN	
6,8	-84,65	0,02	NAN	
