#INFO
#COMMENT: 

#DATA:
-0.54605829	0.0020432	
-0.54605513	0.0020432	
-0.54605196	0.0020123	
-0.54605196	0.0020329	
-0.54605196	0.0020432	
-0.54605407	0.0020432	
-0.54605829	0.0020329	
-0.54605618	0.002002	
-0.54605407	0.0020226	
-0.54605618	0.0020226	
-0.54605407	0.0020432	
-0.54605618	0.0020432	
-0.54605407	0.0020226	
-0.54605513	0.0020432	
-0.54605829	0.0020639	
-0.54605829	0.0020432	
-0.54605829	0.0020432	
-0.54605618	0.0020329	
-0.54605829	0.0020329	
-0.54605196	0.0020329	
-0.54605829	0.0020123	
-0.54605407	0.0020329	
-0.54605618	0.0020432	
-0.54605407	0.0020329	
-0.54605829	0.0020432	
-0.54605407	0.0020432	
-0.54605618	0.0020432	
-0.54605196	0.0020432	
-0.54605618	0.0020432	
-0.54605829	0.0020329	
-0.54605407	0.0020639	
-0.54605407	0.0020432	
-0.54605829	0.0020123	
-0.54605618	0.0020432	
-0.54605829	0.0020329	
-0.5460604	0.0020329	
-0.54605618	0.0020329	
-0.54605618	0.0020329	
-0.54605618	0.0020432	
-0.54605829	0.0020329	
-0.54605829	0.0020432	
-0.54605196	0.0020432	
-0.54605829	0.0020432	
-0.54605407	0.0020432	
-0.54605829	0.002002	
-0.54605829	0.0020432	
-0.54605829	0.0020226	
-0.54605618	0.0020432	
-0.54605829	0.0020535	
-0.54605618	0.002002	
-0.54605618	0.0020432	
-0.54605618	0.0020432	
-0.54605618	0.0020535	
-0.54605407	0.0020432	
-0.54605829	0.0020329	
-0.54605829	0.0020432	
-0.54605407	0.0020639	
-0.54596118	0.0020742	
-0.54571205	0.0020948	
-0.54531514	0.0021361	
-0.54460367	0.002229	
-0.54391541	0.0022806	
-0.54302554	0.002487	
-0.54172397	0.0027449	
-0.54064197	0.0033744	
-0.53935307	0.0051803	
-0.53820984	0.0053764	
-0.53718062	0.0048811	
-0.53595084	0.0037666	
-0.53462182	0.0032196	
-0.5332295	0.0035705	
-0.53172948	0.0051081	
-0.52979772	0.0047779	
-0.52797573	0.0042722	
-0.52631842	0.0038698	
-0.52509286	0.0036015	
-0.52412276	0.0034157	
-0.52286344	0.0032093	
-0.52136764	0.0030029	
-0.52015369	0.0028378	
-0.51899569	0.0027037	
-0.51777329	0.0025902	
-0.5166554	0.0024457	
-0.51560084	0.0023219	
-0.51373136	0.0021774	
-0.51224615	0.0020742	
-0.51055823	0.0019504	
-0.5089442	0.0018884	
-0.50787381	0.0018059	
-0.50683614	0.0017749	
-0.5059906	0.0017337	
-0.50527067	0.0016511	
-0.50449375	0.0016201	
-0.50361126	0.0015892	
-0.50259683	0.0015685	
-0.50171962	0.0015479	
-0.50089836	0.0015479	
-0.49985225	0.0015273	
-0.49874386	0.0014963	
-0.49773575	0.0014757	
-0.49668331	0.001486	
-0.49561081	0.0014757	
-0.49452458	0.0015066	
-0.49337502	0.0014757	
-0.49230886	0.001486	
-0.49112555	0.001486	
-0.49014383	0.0014963	
-0.48917795	0.001486	
-0.48810756	0.0014963	
-0.48698333	0.0014963	
-0.48580527	0.0015066	
-0.48461243	0.0015169	
-0.48327498	0.0014963	
-0.4818689	0.0015169	
-0.48075738	0.0014963	
-0.47995722	0.0015169	
-0.47895228	0.0015066	
-0.47793784	0.0014963	
-0.47681573	0.0015066	
-0.47573584	0.0015273	
-0.47479212	0.0014963	
-0.47388535	0.0015273	
-0.47277274	0.001486	
-0.47145006	0.0015169	
-0.47000918	0.0015169	
-0.46895569	0.0015169	
-0.46785468	0.0015169	
-0.46718332	0.0015169	
-0.46667346	0.0015273	
-0.46617099	0.0015066	
-0.46549751	0.0015273	
-0.46466885	0.0015169	
-0.4635953	0.0015376	
-0.46257136	0.0015273	
-0.4618356	0.0014963	
-0.46084121	0.0015273	
-0.45942986	0.0015273	
-0.45778205	0.0015479	
-0.45689112	0.0015273	
-0.45542487	0.0015479	
-0.45445266	0.0015376	
-0.45326299	0.0015376	
-0.45249239	0.0015582	
-0.45208281	0.0015892	
-0.45184213	0.0015892	
-0.45157718	0.0015789	
-0.45091636	0.0016305	
-0.4501078	0.0016305	
-0.44933192	0.0016408	
-0.44864367	0.0016201	
-0.44802297	0.0016098	
-0.44734527	0.0016305	
-0.44666229	0.0016511	
-0.44603631	0.0016924	
-0.44542405	0.0018265	
-0.44495325	0.0026521	
-0.4445194	0.0048088	
-0.44406548	0.0102987	
-0.4436538	0.0171508	
-0.443297	0.0249625	
-0.44287476	0.0337339	
-0.4423649	0.0409781	
-0.44192999	0.0441874	
-0.4416323	0.0456734	
-0.44139162	0.0464061	
-0.4411425	0.0471904	
-0.44080259	0.0479334	
-0.44055875	0.0483874	
-0.44032651	0.0488827	
-0.44002883	0.0492749	
-0.43956016	0.0491923	
-0.4391073	0.0488827	
-0.43867028	0.048924	
-0.43822059	0.0503584	
-0.43777407	0.0530827	
-0.4372906	0.0557141	
-0.43664457	0.0559205	
-0.43613682	0.0517206	
-0.43543695	0.0438159	
-0.43485108	0.0348588	
-0.43435072	0.02682	
-0.43396226	0.0201434	
-0.43348618	0.0131056	
-0.43304071	0.0074506	
-0.43257413	0.0038388	
-0.43193866	0.0022909	
-0.43122506	0.0017956	
-0.43045763	0.0016201	
-0.42954664	0.0015685	
-0.42875919	0.0015892	
-0.42827677	0.0015582	
-0.4276413	0.0015685	
-0.42686542	0.0015376	
-0.42625528	0.0015273	
-0.42547202	0.0015169	
-0.42447869	0.0015066	
-0.42362998	0.0014963	
-0.42300611	0.0014653	
-0.42244242	0.0014757	
-0.42199906	0.0015066	
-0.42170982	0.001486	
-0.42143537	0.001486	
-0.42107118	0.0014757	
-0.42067005	0.001486	
-0.42005991	0.001455	
-0.41937481	0.001486	
-0.41840365	0.001486	
-0.41739555	0.0014757	
-0.41674846	0.001486	
-0.41635471	0.001455	
-0.41589763	0.001455	
-0.41555139	0.001486	
-0.41482936	0.0014653	
-0.41423294	0.001486	
-0.41340323	0.0014757	
-0.41249646	0.0014963	
-0.41153585	0.0014653	
-0.41049397	0.0014757	
-0.40953547	0.0014757	
-0.40825926	0.001486	
-0.40730393	0.0014653	
-0.40655867	0.001486	
-0.40597175	0.001455	
-0.40535	0.001455	
-0.40480108	0.001455	
-0.40437778	0.0014653	
-0.4037972	0.0014653	
-0.40319128	0.0014653	
-0.40240168	0.001486	
-0.40186226	0.0014344	
-0.40138724	0.0014653	
-0.40088055	0.0014653	
-0.40006878	0.0014757	
-0.39931296	0.0014447	
-0.39857826	0.001455	
-0.3977433	0.0014447	
-0.39686609	0.0014447	
-0.39573025	0.001455	
-0.39447513	0.0014653	
-0.39332346	0.0014653	
-0.39232908	0.001455	
-0.39121963	0.0014653	
-0.39019991	0.0014344	
-0.38916014	0.0014653	
-0.38842438	0.0014757	
-0.38766645	0.0014653	
-0.38680085	0.0014447	
-0.3861717	0.0014447	
-0.38547289	0.001455	
-0.38439511	0.0014447	
-0.38367835	0.0014447	
-0.38305132	0.0014344	
-0.38245279	0.0014447	
-0.38172653	0.001455	
-0.38090843	0.001455	
-0.38044396	0.0014447	
-0.37988871	0.0014447	
-0.37892072	0.0014447	
-0.37730458	0.0014447	
-0.37510999	0.0014344	
-0.37401004	0.0014344	
-0.3731835	0.0014447	
-0.37213105	0.0014241	
-0.37044524	0.0014344	
-0.36825485	0.0014447	
-0.36671261	0.0014241	
-0.36562957	0.0014447	
-0.36418233	0.0014447	
-0.36211861	0.0014447	
-0.3597456	0.0014138	
-0.35770088	0.0014344	
-0.35627053	0.0014344	
-0.35449394	0.0014241	
-0.3530752	0.0014138	
-0.35227399	0.0014138	
-0.35137672	0.0014241	
-0.35046784	0.0014447	
-0.34980281	0.0014447	
-0.34904699	0.0014138	
-0.34822889	0.0014241	
-0.34670248	0.0014344	
-0.34519509	0.0014344	
-0.34373518	0.0014138	
-0.34273657	0.0014447	
-0.342289	0.0014344	
-0.34180869	0.0014344	
-0.34070453	0.0014241	
-0.33974498	0.0014447	
-0.33838852	0.0014138	
-0.33676182	0.0014447	
-0.33548981	0.0013931	
-0.33410698	0.0014447	
-0.33223961	0.0013931	
-0.33029517	0.0014241	
-0.32844258	0.0014138	
-0.32690983	0.0014241	
-0.32541826	0.0014241	
-0.32396046	0.0014241	
-0.32289957	0.0014034	
-0.32196219	0.0014241	
-0.32101108	0.0014138	
