#INFO
#COMMENT: 

#DATA:
0.5430351	9.704e-006	0.000951393697	
0.5430351	1.652e-006	0.000954216129	
0.5430351	1.1253e-005	0.000951583107	
0.5430351	1.2078e-005	0.000959532832	
0.543014	3.923e-006	0.000952540804	
0.543014	1.6621e-005	0.000954605597	
0.5429928	1.1356e-005	0.000952111325	
0.5430351	4.336e-006	0.000951273662	
0.543014	1.4659e-005	0.000953877321	
0.5430563	1.373e-005	0.000950086544	
0.5430563	-2.065e-006	0.000945498116	
0.5430774	1.6208e-005	0.000946914656	
0.5431409	1.6311e-005	0.000937508379	
0.543289	1.5382e-005	0.000928520934	
0.5434477	1.4866e-005	0.000927483213	
0.5435641	1.8479e-005	0.000917279286	
0.5436487	1.2491e-005	0.000911623775	
0.5438603	1.7137e-005	0.000907104722	
0.5445796	1.6311e-005	0.000901139766	
0.5462299	2.075e-005	0.00089762907	
0.5480389	8.672e-006	0.000887574541	
0.5504297	1.3317e-005	0.00087865647	
0.5530322	5.988e-006	0.000873190369	
0.5542805	1.3008e-005	0.000869858435	
0.5561423	8.052e-006	0.000866187693	
0.557835	2.271e-006	0.000861559253	
0.5597603	9.807e-006	0.000852622468	
0.56213	1.0633e-005	0.000854407179	
0.5641823	1.1975e-005	0.000841410183	
0.5664673	1.2595e-005	0.000837979511	
0.5689005	1.6311e-005	0.000835415864	
0.5706248	9.291e-006	0.000837470008	
0.5717673	1.8376e-005	0.000835146431	
0.5734388	1.0323e-005	0.000828453199	
0.5752266	1.1562e-005	0.000832043918	
0.5768664	1.4659e-005	0.000834258109	
0.5788763	1.2285e-005	0.000832203964	
0.5808229	1.9511e-005	0.000838238295	
0.5824943	1.3008e-005	0.00083467694	
0.5842927	9.807e-006	0.0008371312	
0.5859959	1.8479e-005	0.000837200575	
0.5878366	1.6001e-005	0.000844942175	
0.5899947	1.5692e-005	0.000850787097	
0.5920259	1.7034e-005	0.000845849213	
0.5937608	9.291e-006	0.00085586373	
0.5949456	1.1769e-005	0.000854377815	
0.5968287	2.1783e-005	0.000860761603	
0.5988387	1.2698e-005	0.000867983052	
0.6014411	8.362e-006	0.000877210567	
0.6036838	1.7756e-005	0.000880043647	
0.6054293	1.6105e-005	0.000889908766	
0.6063179	4.336e-006	0.00089375827	
0.6073441	1.8066e-005	0.000898845552	
0.6087299	6.19e-007	0.00090220685	
0.6097666	9.291e-006	0.000903983494	
0.6106235	1.3008e-005	0.000902406908	
0.6118824	1.3524e-005	0.000912421425	
0.6145695	1.3111e-005	0.000917588731	
0.6157966	9.291e-006	0.00092382312	
0.617722	1.435e-005	0.000935144791	
0.6197743	2.5809e-005	0.000957318642	
0.6218054	1.373e-005	0.000954376175	
0.6235932	1.1562e-005	0.000956819787	
0.6255397	1.5072e-005	0.000978574807	
0.6276767	6.917e-006	0.000984011545	
0.6297716	1.2182e-005	0.00099215068	
0.6313796	1.1253e-005	0.000999841621	
0.6330299	4.955e-006	0.00101329746	
0.6335377	1.1872e-005	0.00101693884	
0.6345956	1.4246e-005	0.00102749222	
0.6359073	1.2285e-005	0.00103541258	
